sample_id,url,domain,domain_age_days,whois_privacy,cert_valid,cert_hostname_match,has_mx,has_spf,collection_timestamp
22,http://ax-dc-msedge.net/about,ax-dc-msedge.net,-1,0,0,0,0,0,2026-08-24T16:14:11.972646
20,http://amazon.fr,amazon.fr,-1,0,1,1,1,0,2026-08-24T16:14:09.737981
27,http://www.shopee-9789.blogspot.com/,www.shopee-9789.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:14:12.990293
26,http://www.layanan-pemenang87.blogspot.com/,www.layanan-pemenang87.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:14:12.989822
31,http://dhlorders.de/,dhlorders.de,-1,0,0,0,1,0,2026-08-24T16:14:13.489561
30,http://pusat-shopee317.blogspot.com/,pusat-shopee317.blogspot.com,-1,0,0,0,0,0,2026-08-24T16:14:13.319307
28,http://www.shopee-666.blogspot.com/,www.shopee-666.blogspot.com,-1,0,0,0,0,0,2026-08-24T16:14:13.319986
17,https://1url.at/www/robloxcom-users-2741422882473-profile,1url.at,-1,0,0,0,0,0,2026-08-24T16:14:13.320438
21,http://www.bol.com/assets/css/style.css?page=2,www.bol.com,-1,0,1,1,0,0,2026-08-24T16:14:12.996270
23,https://fiverr992090.digiblogbox.com/,fiverr992090.digiblogbox.com,-1,0,1,1,0,0,2026-08-24T16:14:13.597277
34,http://www.info-pemenang2.blogspot.com/,www.info-pemenang2.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:14:14.690222
29,http://amazon.se/contact?utm_source=newsletter&utm_medium=email,amazon.se,-1,0,0,0,1,0,2026-08-24T16:14:13.391450
33,http://arca.live/contact?page=2,arca.live,-1,0,1,1,1,0,2026-08-24T16:14:15.032775
38,http://ads-twitter.com/blog/article-name-here,ads-twitter.com,-1,0,0,0,0,0,2026-08-24T16:14:18.402813
40,http://adzerk.net,adzerk.net,-1,0,0,0,0,0,2026-08-24T16:14:18.817667
37,http://www.bugsnag.com/products/view/123,www.bugsnag.com,-1,0,1,1,0,0,2026-08-24T16:14:18.601176
44,https://d30sec8k5ond2x.cloudfront.net/dp/B0GRJTMV5T/ref=mes-dp?_encoding=UTF8&pd_rd_w=i0O2C&content-id=amzn1.sym.f45dea16-f25a-4516-b170-6b4033444233&pf_rd_p=f45dea16-f25a-4516-b170-6b4033444233&pf_rd_r=SZSZSF4DJVBEWWDFVFAJ&pd_rd_wg=jmgSe&pd_rd_r=cf5f5d10-32de-4c12-89c0-3a51d466af30,d30sec8k5ond2x.cloudfront.net,-1,0,1,1,0,0,2026-08-24T16:14:18.732477
46,http://www.azure-dns.net/register?page=2,www.azure-dns.net,-1,0,0,0,0,0,2026-08-24T16:14:19.649915
47,http://d30sec8k5ond2x.cloudfront.net/customer-preferences/edit?ie=UTF8&ref_=footer_cop&preferencesReturnUrl=/Exposure-House-Harrington-Book-2-ebook/dp/B0GTBQVGQ3/,d30sec8k5ond2x.cloudfront.net,-1,0,1,1,0,0,2026-08-24T16:14:18.924721
41,http://pestashopee-47.blogspot.com/,pestashopee-47.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:14:18.868045
48,http://astro-seek.com,astro-seek.com,-1,0,1,1,1,0,2026-08-24T16:14:19.796593
36,http://cpi.ad.jp,cpi.ad.jp,-1,0,1,1,1,0,2026-08-24T16:14:18.411104
45,http://www.centralnic.net/products/view/123,www.centralnic.net,-1,0,0,0,0,0,2026-08-24T16:14:20.064386
39,http://cxense.com/assets/css/style.css?lang=en,cxense.com,-1,0,1,1,1,0,2026-08-24T16:14:18.675083
49,http://www.bigbasket.com/download?q=test,www.bigbasket.com,-1,0,1,1,0,0,2026-08-24T16:14:20.063914
43,http://awin1.com/contact,awin1.com,-1,0,1,1,1,0,2026-08-24T16:14:19.451630
56,http://www.bdtelemetry.amazon/contact,www.bdtelemetry.amazon,-1,0,0,0,0,0,2026-08-24T16:14:20.641244
0,http://audible.com/index.html?utm_source=newsletter&utm_medium=email,audible.com,-1,0,1,1,1,0,2026-08-24T16:14:18.647238
57,https://www.pt-shopee545.blogspot.com/,www.pt-shopee545.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:14:21.294102
52,http://decathlon.fr/api/v1/users,decathlon.fr,-1,0,1,1,1,0,2026-08-24T16:14:20.343880
25,http://barracuda.com/blog/article-name-here,barracuda.com,-1,0,1,1,1,0,2026-08-24T16:14:19.511489
50,http://www.assamesesexvideos.com/index.html,www.assamesesexvideos.com,-1,0,1,1,0,0,2026-08-24T16:14:20.423497
58,https://d30sec8k5ond2x.cloudfront.net/your-books?tabView=library&discoveryType=on&viewType=genres&ref=ebooks_dsk_sn_yb_ip_lib_dis_d_t1,d30sec8k5ond2x.cloudfront.net,-1,0,1,1,0,0,2026-08-24T16:14:21.048030
35,https://lj4704.craftum.io/?naps,lj4704.craftum.io,-1,0,0,0,0,0,2026-08-24T16:14:21.300580
65,https://d30sec8k5ond2x.cloudfront.net/Exposure-House-Harrington-Book-2-ebook/dp/B0GTBQVGQ3/,d30sec8k5ond2x.cloudfront.net,-1,0,1,1,0,0,2026-08-24T16:14:22.048060
62,http://claude.com/register,claude.com,-1,0,1,1,0,0,2026-08-24T16:14:22.004755
24,http://anticheatexpert.com/products/view/123,anticheatexpert.com,-1,0,1,1,0,0,2026-08-24T16:14:21.133470
54,http://www.corriere.it/search,www.corriere.it,-1,0,1,1,0,0,2026-08-24T16:14:21.752556
53,http://adblockplus.org/assets/css/style.css,adblockplus.org,-1,0,1,1,1,0,2026-08-24T16:14:20.868085
60,http://www.connatix.com/search,www.connatix.com,-1,0,1,1,0,0,2026-08-24T16:14:22.405901
67,http://capcutapi.us/about?page=2,capcutapi.us,-1,0,0,0,0,0,2026-08-24T16:14:47.391777
59,http://archive.org/,archive.org,-1,0,1,1,1,0,2026-08-24T16:14:47.701591
73,http://blogspot.ca/products/view/123,blogspot.ca,-1,0,1,1,0,0,2026-08-24T16:14:48.580910
66,http://cdc.gov/search,cdc.gov,-1,0,1,1,1,0,2026-08-24T16:14:48.295245
51,http://www.dbankcloud.com/assets/css/style.css,www.dbankcloud.com,-1,0,1,1,0,0,2026-08-24T16:14:47.171084
75,http://www.allocine.fr/,www.allocine.fr,-1,0,1,1,0,0,2026-08-24T16:14:48.637107
61,http://www.bucetaflix.com/wp-content/uploads/image.jpg?redirect_url=https%3A%2F%2Fexample.com%2Fdashboard&session_id=abcdef1234567890abcdef1234567890,www.bucetaflix.com,-1,0,0,0,0,0,2026-08-24T16:14:46.826842
71,http://www.cmoa.jp/products/view/123,www.cmoa.jp,-1,0,1,1,0,0,2026-08-24T16:14:48.292613
32,http://www.abbott.com/download?ref=twitter,www.abbott.com,-1,0,1,1,0,0,2026-08-24T16:14:48.293435
63,https://allegro.1200000498.casa/lokalnie/mdata?id=1H5f9Q2H2G4n5v0T3O4X4R6X9z8a7j0h,allegro.1200000498.casa,-1,0,1,1,0,0,2026-08-24T16:14:48.325543
70,http://www.boston.com/register?q=test,www.boston.com,-1,0,1,1,0,0,2026-08-24T16:14:48.137361
76,http://brivo.com,brivo.com,-1,0,1,1,1,0,2026-08-24T16:14:49.655760
78,http://www.undianshopee3030.blogspot.com/,www.undianshopee3030.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:14:48.823923
69,http://chocolateplatform.com/,chocolateplatform.com,-1,0,1,1,1,0,2026-08-24T16:14:48.664639
42,http://dynatrace.com/login,dynatrace.com,-1,0,1,1,1,0,2026-08-24T16:14:48.295738
84,http://www.autotrader.co.uk/index.html,www.autotrader.co.uk,-1,0,1,1,0,0,2026-08-24T16:14:50.182153
64,http://abc.com/assets/css/style.css,abc.com,-1,0,0,0,1,0,2026-08-24T16:14:49.400442
68,http://dan.com/register,dan.com,-1,0,0,0,0,0,2026-08-24T16:14:49.445392
79,http://www.awsdns-30.net/wp-content/uploads/image.jpg,www.awsdns-30.net,-1,0,0,0,0,0,2026-08-24T16:14:50.513805
85,http://com.be/products/view/123?token=abcxyz123,com.be,-1,0,0,0,0,0,2026-08-24T16:14:50.691904
83,http://18.in-addr.arpa/wp-content/uploads/image.jpg,18.in-addr.arpa,-1,0,0,0,0,0,2026-08-24T16:14:51.015428
81,http://apartmenttherapy.com/contact,apartmenttherapy.com,-1,0,1,1,1,0,2026-08-24T16:14:50.726549
82,https://instagramsnp.blogspot.com/,instagramsnp.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:14:50.417799
77,http://www.doramy.club/search?ref=twitter,www.doramy.club,-1,0,1,1,0,0,2026-08-24T16:14:50.534723
55,http://dtscout.com,dtscout.com,-1,0,1,1,1,0,2026-08-24T16:14:46.771730
94,http://www.appdomain.cloud/index.html,www.appdomain.cloud,-1,0,0,0,0,0,2026-08-24T16:14:51.926847
74,http://www.acint.net/api/v1/users,www.acint.net,-1,0,1,1,0,0,2026-08-24T16:14:50.514336
93,http://www.betking.com/search,www.betking.com,-1,0,1,1,0,0,2026-08-24T16:14:52.175202
87,http://www.degruyterbrill.com/contact,www.degruyterbrill.com,-1,0,1,1,0,0,2026-08-24T16:14:51.835461
96,http://www.douyinvod.com/,www.douyinvod.com,-1,0,0,0,0,0,2026-08-24T16:14:53.065825
86,http://bigolive.tv,bigolive.tv,-1,0,1,1,0,0,2026-08-24T16:14:52.329797
88,http://www.avira.com/products/view/123?token=abcxyz123,www.avira.com,-1,0,1,1,0,0,2026-08-24T16:14:51.869998
100,http://discord.gg/products/view/123?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,discord.gg,-1,0,1,1,1,0,2026-08-24T16:14:53.033720
106,https://d30sec8k5ond2x.cloudfront.net/dp/B0GGTXBTFT/ref=mes-dp?_encoding=UTF8&pd_rd_w=i0O2C&content-id=amzn1.sym.f45dea16-f25a-4516-b170-6b4033444233&pf_rd_p=f45dea16-f25a-4516-b170-6b4033444233&pf_rd_r=SZSZSF4DJVBEWWDFVFAJ&pd_rd_wg=jmgSe&pd_rd_r=cf5f5d10-32de-4c12-89c0-3a51d466af30,d30sec8k5ond2x.cloudfront.net,-1,0,1,1,0,0,2026-08-24T16:14:53.889120
95,http://byte008.com,byte008.com,-1,0,0,0,0,0,2026-08-24T16:14:54.060226
90,http://dotvndns.vn/register,dotvndns.vn,-1,0,0,0,1,0,2026-08-24T16:14:53.813542
101,http://aliapp.org/wp-content/uploads/image.jpg?redirect_url=https%3A%2F%2Fexample.com%2Fdashboard&session_id=abcdef1234567890abcdef1234567890,aliapp.org,-1,0,0,0,0,0,2026-08-24T16:14:54.848622
104,http://alphapolis.co.jp/?id=123,alphapolis.co.jp,-1,0,1,1,1,0,2026-08-24T16:14:53.059560
91,http://www.bspb.ru/wp-content/uploads/image.jpg,www.bspb.ru,-1,0,0,0,0,0,2026-08-24T16:14:53.807353
105,http://www.awsdns-23.com/register?utm_source=newsletter&utm_medium=email,www.awsdns-23.com,-1,0,0,0,0,0,2026-08-24T16:14:55.270608
103,http://www.bustybus.com/api/v1/users,www.bustybus.com,-1,0,1,1,0,0,2026-08-24T16:14:54.124420
80,https://d30sec8k5ond2x.cloudfront.net/Stanbury-Estate-Novel-Kimberly-Thomas-ebook/dp/B0FHLNJ4P7/ref=pd_sbs_d_sccl_1_6/143-9350453-2346763?pd_rd_w=G2b8T&content-id=amzn1.sym.aa738fbd-ad05-4d11-aae2-04b598db6305&pf_rd_p=aa738fbd-ad05-4d11-aae2-04b598db6305&pf_rd_r=SZSZSF4DJVBEWWDFVFAJ&pd_rd_wg=jmgSe&pd_rd_r=cf5f5d10-32de-4c12-89c0-3a51d466af30&pd_rd_i=B0FHLNJ4P7&psc=1,d30sec8k5ond2x.cloudfront.net,-1,0,1,1,0,0,2026-08-24T16:14:53.021752
113,http://13.in-addr.arpa,13.in-addr.arpa,-1,0,0,0,0,0,2026-08-24T16:14:56.114736
111,http://benedettibigpond.com/,benedettibigpond.com,-1,0,0,0,0,0,2026-08-24T16:14:56.361742
110,http://cdnhwcohm19.com/?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,cdnhwcohm19.com,-1,0,0,0,0,0,2026-08-24T16:14:56.424084
112,http://www.pemenang-shopee44.blogspot.com/,www.pemenang-shopee44.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:14:55.477472
108,http://banki.ru,banki.ru,-1,0,1,1,1,0,2026-08-24T16:14:55.929669
92,http://btinternet.com/download,btinternet.com,-1,0,0,0,1,0,2026-08-24T16:14:55.701891
72,http://canon.com/assets/css/style.css,canon.com,-1,0,0,0,0,0,2026-08-24T16:14:56.371122
102,http://anker-in.com/blog/article-name-here,anker-in.com,-1,0,1,1,1,0,2026-08-24T16:14:54.700035
119,http://www.defensx.com/download?utm_source=newsletter&utm_medium=email,www.defensx.com,-1,0,1,1,0,0,2026-08-24T16:14:56.708189
114,http://www.codmwest.com/wp-content/uploads/image.jpg?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,www.codmwest.com,-1,0,0,0,0,0,2026-08-24T16:14:57.159098
121,http://www.awsdns-28.co.uk/,www.awsdns-28.co.uk,-1,0,0,0,0,0,2026-08-24T16:14:57.352246
120,http://cnews.fr,cnews.fr,-1,0,1,1,1,0,2026-08-24T16:14:57.538081
107,http://www.1c.ru/api/v1/users?q=test,www.1c.ru,-1,0,1,1,1,0,2026-08-24T16:14:55.704107
116,http://www.ddizi.im/login,www.ddizi.im,-1,0,1,1,0,0,2026-08-24T16:14:57.160302
122,http://doi.org,doi.org,-1,0,1,1,1,0,2026-08-24T16:14:57.832988
117,http://www.doctolib.fr/download,www.doctolib.fr,-1,0,1,1,0,0,2026-08-24T16:14:57.331923
109,http://clicktale.net/login,clicktale.net,-1,0,0,0,1,0,2026-08-24T16:14:58.069460
131,http://www.anwap.media/about?token=abcxyz123,www.anwap.media,-1,0,0,0,0,0,2026-08-24T16:14:59.076257
125,http://www.bom.gov.au/register?token=abcxyz123,www.bom.gov.au,-1,0,1,1,0,0,2026-08-24T16:14:58.577121
126,http://corsanywhere.org/products/view/123?ref=twitter,corsanywhere.org,-1,0,0,0,1,0,2026-08-24T16:14:59.154694
132,http://awsdns-60.com,awsdns-60.com,-1,0,0,0,0,0,2026-08-24T16:14:59.596957
98,https://asdap.com.br/.well-known/acme-challenge/adsa/dmlkorea.html,asdap.com.br,-1,0,1,0,0,0,2026-08-24T16:14:58.669600
127,http://www.br.de/blog/article-name-here?page=2,www.br.de,-1,0,1,1,0,0,2026-08-24T16:14:58.493101
135,http://amazon-dss.com/index.html?id=123,amazon-dss.com,-1,0,0,0,0,0,2026-08-24T16:15:00.753019
89,http://360.com,360.com,-1,0,1,1,1,0,2026-08-24T16:14:57.901453
136,http://www.pt-shopee2020.blogspot.com/,www.pt-shopee2020.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:00.395936
133,http://brightcloud.com/search?id=123,brightcloud.com,-1,0,1,1,1,0,2026-08-24T16:15:00.675075
118,https://72660.xyz/,72660.xyz,-1,0,1,1,0,0,2026-08-24T16:15:00.573263
138,http://www.cdnhwc7.com/login?lang=en,www.cdnhwc7.com,-1,0,0,0,0,0,2026-08-24T16:15:02.717749
139,http://digilocker.gov.in/contact?lang=en,digilocker.gov.in,-1,0,1,1,1,0,2026-08-24T16:15:00.436441
134,http://www.castbox.fm/contact,www.castbox.fm,-1,0,1,1,0,0,2026-08-24T16:15:00.431451
137,http://atl-paas.net/register,atl-paas.net,-1,0,1,1,1,0,2026-08-24T16:15:02.441370
143,https://face.boook.com.vn/tham-gia-minigame-back-to-school?a,face.boook.com.vn,-1,0,1,1,0,0,2026-08-24T16:15:02.928415
142,http://www.desikahani2.net/assets/css/style.css,www.desikahani2.net,-1,0,1,1,0,0,2026-08-24T16:15:02.569810
99,https://allegro.03498g3.study/lokalnie/home?id=4d2C3Y2P2i2S8k1J4Q6i4Y6K8c8b6R6B,allegro.03498g3.study,-1,0,1,1,0,0,2026-08-24T16:15:03.325606
115,http://www.didiglobal.com/wp-content/uploads/image.jpg,www.didiglobal.com,-1,0,1,1,0,0,2026-08-24T16:15:01.145899
149,http://www.codmreward.com/,www.codmreward.com,-1,0,0,0,0,0,2026-08-24T16:15:04.517997
144,http://chimpstatic.com,chimpstatic.com,-1,0,1,1,0,0,2026-08-24T16:15:03.649128
147,http://beeline.ru,beeline.ru,-1,0,1,1,1,0,2026-08-24T16:15:04.335048
146,http://cyberark.com/assets/css/style.css,cyberark.com,-1,0,1,1,1,0,2026-08-24T16:15:04.432643
141,https://www.15832.xyz/,www.15832.xyz,-1,0,1,1,0,0,2026-08-24T16:15:04.337792
97,http://airbus.com/about,airbus.com,-1,0,1,1,1,0,2026-08-24T16:15:03.492084
148,http://www.criteo.com/index.html?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,www.criteo.com,-1,0,1,1,1,0,2026-08-24T16:15:04.805458
152,https://facebookclone.duckdns.org/login,facebookclone.duckdns.org,-1,0,1,1,1,0,2026-08-24T16:15:06.073952
130,http://facebook-facebook45sr.blogspot.com/,facebook-facebook45sr.blogspot.com,-1,0,1,0,0,0,2026-08-24T16:15:05.217429
158,https://www.paypal-password.blogspot.com/,www.paypal-password.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:06.232908
129,http://www.alidns.com/download?ref=twitter,www.alidns.com,-1,0,1,1,0,0,2026-08-24T16:15:04.296004
154,http://www.a47b.com/index.html,www.a47b.com,-1,0,0,0,0,0,2026-08-24T16:15:06.616309
145,http://catchthemes.com/blog/article-name-here,catchthemes.com,-1,0,1,1,1,0,2026-08-24T16:15:05.204757
157,http://breitbart.com/about,breitbart.com,-1,0,1,1,1,0,2026-08-24T16:15:06.159790
160,https://ep-za-7m4374lcayhr-h7hkafh6exhuc6e8.z02.azurefd.net/,ep-za-7m4374lcayhr-h7hkafh6exhuc6e8.z02.azurefd.net,-1,0,1,1,0,0,2026-08-24T16:15:06.478252
140,http://www.bokeptoket.com/api/v1/users,www.bokeptoket.com,-1,0,1,1,0,0,2026-08-24T16:15:03.770155
151,http://www.devline.tv/about?page=2,www.devline.tv,-1,0,1,1,0,0,2026-08-24T16:15:06.644026
155,http://affirm.com/about,affirm.com,-1,0,1,1,1,0,2026-08-24T16:15:06.380084
162,http://asda.com/search,asda.com,-1,0,1,1,1,0,2026-08-24T16:15:07.641067
165,http://www.44.in-addr.arpa/?q=test,www.44.in-addr.arpa,-1,0,0,0,0,0,2026-08-24T16:15:08.798891
123,http://www.domainnamedns.com/search,www.domainnamedns.com,-1,0,0,0,0,0,2026-08-24T16:15:08.940707
167,http://apachefriends.org/download,apachefriends.org,-1,0,1,1,1,0,2026-08-24T16:15:08.605024
166,http://www.awsdns-10.com/?lang=en,www.awsdns-10.com,-1,0,0,0,0,0,2026-08-24T16:15:09.306432
168,https://instagramcoverrbrasilinstagram.blogspot.com/,instagramcoverrbrasilinstagram.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:07.860541
171,http://facebook-ana.blogspot.com/,facebook-ana.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:08.588069
163,http://clara.es,clara.es,-1,0,1,1,1,0,2026-08-24T16:15:08.821359
164,http://www.acehardware.com/api/v1/users?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,www.acehardware.com,-1,0,1,1,0,0,2026-08-24T16:15:08.798578
161,http://band.us/register?id=123,band.us,-1,0,1,1,0,0,2026-08-24T16:15:08.703048
174,http://www.cheqzone.com/api/v1/users?id=123,www.cheqzone.com,-1,0,0,0,0,0,2026-08-24T16:15:10.800473
128,http://www.arstechnica.com/blog/article-name-here,www.arstechnica.com,-1,0,1,1,1,0,2026-08-24T16:15:10.226007
175,http://apple-dns.cn/assets/css/style.css,apple-dns.cn,-1,0,0,0,0,0,2026-08-24T16:15:11.161407
177,http://brightcove.net/assets/css/style.css,brightcove.net,-1,0,0,0,0,0,2026-08-24T16:15:11.238095
150,http://www.doh.pub/?token=abcxyz123,www.doh.pub,-1,0,0,0,0,0,2026-08-24T16:15:10.781991
124,http://att.com/login?ref=twitter,att.com,-1,0,1,1,1,0,2026-08-24T16:15:09.726827
180,http://arabic-porn-tube.com,arabic-porn-tube.com,-1,0,1,1,1,0,2026-08-24T16:15:11.114142
172,http://1984.is/blog/article-name-here,1984.is,-1,0,1,1,1,0,2026-08-24T16:15:11.286374
170,http://coinbase.com.app-en.us/,coinbase.com.app-en.us,-1,0,1,1,0,0,2026-08-24T16:15:10.891069
181,http://crisp.chat/assets/css/style.css,crisp.chat,-1,0,1,1,1,0,2026-08-24T16:15:10.800296
169,http://china.com.cn,china.com.cn,-1,0,0,0,0,0,2026-08-24T16:15:10.416560
179,http://blueapron.com,blueapron.com,-1,0,1,1,1,0,2026-08-24T16:15:13.999960
182,http://amp-endpoint3.com/search?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,amp-endpoint3.com,-1,0,0,0,0,0,2026-08-24T16:15:14.326808
183,http://facebook-visitantes.blogspot.com/?m=1,facebook-visitantes.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:13.942996
188,http://www.pt-shopee-29.blogspot.com/,www.pt-shopee-29.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:14.223204
176,https://vmi523165.duckdns.org/cff/,vmi523165.duckdns.org,-1,0,1,1,1,0,2026-08-24T16:15:14.422548
178,http://www.docker.com/wp-content/uploads/image.jpg,www.docker.com,-1,0,1,1,0,0,2026-08-24T16:15:13.900472
156,http://alicdn.com/products/view/123,alicdn.com,-1,0,0,0,0,0,2026-08-24T16:15:14.000284
191,http://bmw.cloud/index.html?page=2,bmw.cloud,-1,0,0,0,0,0,2026-08-24T16:15:16.111392
186,http://www.boomtrain.com/login,www.boomtrain.com,-1,0,1,1,0,0,2026-08-24T16:15:16.073226
153,http://www.britannica.com/search,www.britannica.com,-1,0,1,1,0,0,2026-08-24T16:15:16.108734
196,http://dyingbirds.com/register,dyingbirds.com,-1,0,0,0,1,0,2026-08-24T16:15:16.901524
189,http://www.arabnews.com/,www.arabnews.com,-1,0,1,1,0,0,2026-08-24T16:15:16.312843
192,http://www.atlassian.com/,www.atlassian.com,-1,0,1,1,0,0,2026-08-24T16:15:16.324006
173,http://www.adition.com/products/view/123?q=test,www.adition.com,-1,0,1,0,0,0,2026-08-24T16:15:14.254190
185,http://alfasense.com/api/v1/users,alfasense.com,-1,0,1,1,1,0,2026-08-24T16:15:17.060488
159,https://allegro.03498g3.study/lokalnie/mdata?id=4d2C3Y2P2i2S8k1J4Q6i4Y6K8c8b6R6B,allegro.03498g3.study,-1,0,1,1,0,0,2026-08-24T16:15:17.521958
201,http://www.awsdns-22.net/index.html,www.awsdns-22.net,-1,0,0,0,0,0,2026-08-24T16:15:18.266624
203,http://akamaitech.net/assets/css/style.css,akamaitech.net,-1,0,0,0,1,0,2026-08-24T16:15:18.413956
204,http://bellemaison.jp,bellemaison.jp,-1,0,1,1,1,0,2026-08-24T16:15:17.749867
208,https://www.ptshopee896.blogspot.com/,www.ptshopee896.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:18.666330
197,http://www.calameo.com/products/view/123,www.calameo.com,-1,0,1,1,0,0,2026-08-24T16:15:18.104744
205,https://d30sec8k5ond2x.cloudfront.net/gp/yourstore?ref_=nav_AccountFlyout_recs,d30sec8k5ond2x.cloudfront.net,-1,0,1,1,0,0,2026-08-24T16:15:18.037990
187,http://www.apachetoday.com/search?utm_source=newsletter&utm_medium=email,www.apachetoday.com,-1,0,1,1,0,0,2026-08-24T16:15:16.901894
213,https://www.facebook-vu.blogspot.com/?m=1,www.facebook-vu.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:19.499149
212,https://www.ptshopee679.blogspot.com/,www.ptshopee679.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:19.493050
206,http://buzzarab.com/about?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,buzzarab.com,-1,0,1,1,1,0,2026-08-24T16:15:18.431734
194,http://www.brightspace.com/index.html,www.brightspace.com,-1,0,1,1,0,0,2026-08-24T16:15:18.107292
193,http://abcp.ru/api/v1/users?redirect_url=https%3A%2F%2Fexample.com%2Fdashboard&session_id=abcdef1234567890abcdef1234567890,abcp.ru,-1,0,1,1,1,0,2026-08-24T16:15:16.902467
195,http://downringtone.com,downringtone.com,-1,0,1,1,0,0,2026-08-24T16:15:17.792835
218,http://awsdns-25.co.uk/download?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,awsdns-25.co.uk,-1,0,0,0,0,0,2026-08-24T16:15:21.405784
200,http://aafp.org,aafp.org,-1,0,1,1,1,0,2026-08-24T16:15:19.752856
217,http://www.callfreewhatsapp.blogspot.com/,www.callfreewhatsapp.blogspot.com,-1,0,1,1,0,0,2026-08-24T16:15:20.411558
219,http://www.awsdns-40.net/blog/article-name-here?token=abcxyz123,www.awsdns-40.net,-1,0,0,0,0,0,2026-08-24T16:15:21.653017
210,http://contentful.com/api/v1/users,contentful.com,-1,0,1,1,1,0,2026-08-24T16:15:20.232760
