sample_id,url,password_input_count,external_link_ratio,has_redirect,suspicious_text_count,cross_domain_form,collection_timestamp
76,http://brivo.com,0,1.0,0,0,0,2026-08-24T16:14:49.753202
78,http://www.undianshopee3030.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:14:49.854160
69,http://chocolateplatform.com/,0,0.0,0,0,0,2026-08-24T16:14:50.272934
42,http://dynatrace.com/login,0,0.0,0,0,0,2026-08-24T16:14:50.322476
84,http://www.autotrader.co.uk/index.html,0,0.0,1,0,0,2026-08-24T16:14:50.351540
64,http://abc.com/assets/css/style.css,0,0.0,0,0,0,2026-08-24T16:14:50.355815
68,http://dan.com/register,0,0.0,0,0,0,2026-08-24T16:14:50.458912
79,http://www.awsdns-30.net/wp-content/uploads/image.jpg,0,0.0,0,0,0,2026-08-24T16:14:50.516434
85,http://com.be/products/view/123?token=abcxyz123,0,0.0,0,0,0,2026-08-24T16:14:50.694094
83,http://18.in-addr.arpa/wp-content/uploads/image.jpg,0,0.0,0,0,0,2026-08-24T16:14:51.017565
81,http://apartmenttherapy.com/contact,0,1.0,0,1,0,2026-08-24T16:14:51.316597
82,https://instagramsnp.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:14:51.648570
77,http://www.doramy.club/search?ref=twitter,0,0.0,0,0,0,2026-08-24T16:14:51.775374
55,http://dtscout.com,0,0.3158,0,0,0,2026-08-24T16:14:51.806661
94,http://www.appdomain.cloud/index.html,0,0.0,0,0,0,2026-08-24T16:14:51.929485
74,http://www.acint.net/api/v1/users,0,0.0,0,0,0,2026-08-24T16:14:52.337072
93,http://www.betking.com/search,0,0.0,0,0,0,2026-08-24T16:14:52.542685
87,http://www.degruyterbrill.com/contact,0,0.0,0,0,0,2026-08-24T16:14:52.877620
96,http://www.douyinvod.com/,0,0.0,0,0,0,2026-08-24T16:14:53.068106
86,http://bigolive.tv,0,0.0,0,0,0,2026-08-24T16:14:53.279344
88,http://www.avira.com/products/view/123?token=abcxyz123,0,0.1031,0,2,0,2026-08-24T16:14:53.360069
100,http://discord.gg/products/view/123?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,0,0.0,0,0,0,2026-08-24T16:14:53.647804
106,https://d30sec8k5ond2x.cloudfront.net/dp/B0GGTXBTFT/ref=mes-dp?_encoding=UTF8&pd_rd_w=i0O2C&content-id=amzn1.sym.f45dea16-f25a-4516-b170-6b4033444233&pf_rd_p=f45dea16-f25a-4516-b170-6b4033444233&pf_rd_r=SZSZSF4DJVBEWWDFVFAJ&pd_rd_wg=jmgSe&pd_rd_r=cf5f5d10-32de-4c12-89c0-3a51d466af30,0,1.0,0,0,0,2026-08-24T16:14:54.062434
95,http://byte008.com,0,0.0,0,0,0,2026-08-24T16:14:54.064282
90,http://dotvndns.vn/register,0,0.0,0,0,0,2026-08-24T16:14:54.103823
101,http://aliapp.org/wp-content/uploads/image.jpg?redirect_url=https%3A%2F%2Fexample.com%2Fdashboard&session_id=abcdef1234567890abcdef1234567890,0,0.0,0,0,0,2026-08-24T16:14:54.886617
104,http://alphapolis.co.jp/?id=123,0,0.0,0,0,0,2026-08-24T16:14:54.933050
91,http://www.bspb.ru/wp-content/uploads/image.jpg,0,0.0,0,0,0,2026-08-24T16:14:55.070043
105,http://www.awsdns-23.com/register?utm_source=newsletter&utm_medium=email,0,0.0,0,0,0,2026-08-24T16:14:55.274799
103,http://www.bustybus.com/api/v1/users,0,0.0568,0,0,0,2026-08-24T16:14:55.315324
80,https://d30sec8k5ond2x.cloudfront.net/Stanbury-Estate-Novel-Kimberly-Thomas-ebook/dp/B0FHLNJ4P7/ref=pd_sbs_d_sccl_1_6/143-9350453-2346763?pd_rd_w=G2b8T&content-id=amzn1.sym.aa738fbd-ad05-4d11-aae2-04b598db6305&pf_rd_p=aa738fbd-ad05-4d11-aae2-04b598db6305&pf_rd_r=SZSZSF4DJVBEWWDFVFAJ&pd_rd_wg=jmgSe&pd_rd_r=cf5f5d10-32de-4c12-89c0-3a51d466af30&pd_rd_i=B0FHLNJ4P7&psc=1,0,0.0,0,0,0,2026-08-24T16:14:55.330123
113,http://13.in-addr.arpa,0,0.0,0,0,0,2026-08-24T16:14:56.117845
111,http://benedettibigpond.com/,0,0.0,0,0,0,2026-08-24T16:14:56.388306
110,http://cdnhwcohm19.com/?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,0,0.0,0,0,0,2026-08-24T16:14:56.426443
112,http://www.pemenang-shopee44.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:14:56.520627
108,http://banki.ru,0,0.0,0,0,0,2026-08-24T16:14:56.660044
92,http://btinternet.com/download,0,0.0,0,0,0,2026-08-24T16:14:56.708655
72,http://canon.com/assets/css/style.css,0,0.0,0,0,0,2026-08-24T16:14:56.943497
102,http://anker-in.com/blog/article-name-here,0,0.25,0,0,0,2026-08-24T16:14:57.062145
119,http://www.defensx.com/download?utm_source=newsletter&utm_medium=email,0,0.0267,0,5,0,2026-08-24T16:14:57.121979
114,http://www.codmwest.com/wp-content/uploads/image.jpg?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,0,0.0,0,0,0,2026-08-24T16:14:57.162369
121,http://www.awsdns-28.co.uk/,0,0.0,0,0,0,2026-08-24T16:14:57.354723
120,http://cnews.fr,0,0.0,1,0,0,2026-08-24T16:14:57.693540
107,http://www.1c.ru/api/v1/users?q=test,0,0.0,0,0,0,2026-08-24T16:14:57.775498
116,http://www.ddizi.im/login,0,1.0,0,0,0,2026-08-24T16:14:58.003613
122,http://doi.org,0,0.2414,0,0,0,2026-08-24T16:14:58.209402
117,http://www.doctolib.fr/download,0,0.0,0,0,0,2026-08-24T16:14:58.296323
109,http://clicktale.net/login,0,0.0,0,0,0,2026-08-24T16:14:59.072606
131,http://www.anwap.media/about?token=abcxyz123,0,0.0,0,0,0,2026-08-24T16:14:59.078492
125,http://www.bom.gov.au/register?token=abcxyz123,0,0.0,0,0,0,2026-08-24T16:14:59.149449
126,http://corsanywhere.org/products/view/123?ref=twitter,0,0.0,0,0,0,2026-08-24T16:14:59.350858
132,http://awsdns-60.com,0,0.0,0,0,0,2026-08-24T16:14:59.600638
98,https://asdap.com.br/.well-known/acme-challenge/adsa/dmlkorea.html,0,0.0,0,0,0,2026-08-24T16:14:59.752947
127,http://www.br.de/blog/article-name-here?page=2,0,0.1651,0,0,0,2026-08-24T16:15:00.292003
135,http://amazon-dss.com/index.html?id=123,0,0.0,0,0,0,2026-08-24T16:15:00.755805
89,http://360.com,0,0.0,0,0,0,2026-08-24T16:15:00.852003
136,http://www.pt-shopee2020.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:01.435082
133,http://brightcloud.com/search?id=123,0,0.0,0,0,0,2026-08-24T16:15:01.869459
118,https://72660.xyz/,0,0.0,0,0,0,2026-08-24T16:15:01.954671
138,http://www.cdnhwc7.com/login?lang=en,0,0.0,0,0,0,2026-08-24T16:15:02.721248
139,http://digilocker.gov.in/contact?lang=en,0,0.0,0,0,0,2026-08-24T16:15:02.829382
134,http://www.castbox.fm/contact,0,0.0,0,0,0,2026-08-24T16:15:03.342179
137,http://atl-paas.net/register,0,0.0,0,0,0,2026-08-24T16:15:03.350867
143,https://face.boook.com.vn/tham-gia-minigame-back-to-school?a,1,0.0,0,0,0,2026-08-24T16:15:03.474307
142,http://www.desikahani2.net/assets/css/style.css,0,0.0769,0,0,0,2026-08-24T16:15:03.899371
99,https://allegro.03498g3.study/lokalnie/home?id=4d2C3Y2P2i2S8k1J4Q6i4Y6K8c8b6R6B,0,0.0,0,0,0,2026-08-24T16:15:04.070822
115,http://www.didiglobal.com/wp-content/uploads/image.jpg,0,0.0,0,0,0,2026-08-24T16:15:04.448510
149,http://www.codmreward.com/,0,0.0,0,0,0,2026-08-24T16:15:04.520610
144,http://chimpstatic.com,0,0.0,0,0,0,2026-08-24T16:15:04.669171
147,http://beeline.ru,0,0.0,0,0,0,2026-08-24T16:15:04.910280
146,http://cyberark.com/assets/css/style.css,0,0.0,0,0,0,2026-08-24T16:15:05.043552
141,https://www.15832.xyz/,0,0.0,0,0,0,2026-08-24T16:15:05.045736
97,http://airbus.com/about,0,0.0345,0,0,0,2026-08-24T16:15:05.576628
148,http://www.criteo.com/index.html?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,0,0.0,0,0,0,2026-08-24T16:15:05.852349
152,https://facebookclone.duckdns.org/login,0,0.0,0,0,0,2026-08-24T16:15:06.230560
130,http://facebook-facebook45sr.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:06.263082
158,https://www.paypal-password.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:06.382944
129,http://www.alidns.com/download?ref=twitter,0,0.0,0,0,0,2026-08-24T16:15:06.579341
154,http://www.a47b.com/index.html,0,0.0,0,0,0,2026-08-24T16:15:06.620763
145,http://catchthemes.com/blog/article-name-here,0,0.0,0,0,0,2026-08-24T16:15:06.630094
157,http://breitbart.com/about,0,1.0,0,0,0,2026-08-24T16:15:06.645919
160,https://ep-za-7m4374lcayhr-h7hkafh6exhuc6e8.z02.azurefd.net/,0,1.0,0,0,0,2026-08-24T16:15:06.845483
140,http://www.bokeptoket.com/api/v1/users,0,0.0,0,0,0,2026-08-24T16:15:07.069366
151,http://www.devline.tv/about?page=2,0,0.0,0,0,0,2026-08-24T16:15:08.276591
155,http://affirm.com/about,0,0.0,0,0,0,2026-08-24T16:15:08.469459
162,http://asda.com/search,0,1.0,0,0,0,2026-08-24T16:15:08.603989
165,http://www.44.in-addr.arpa/?q=test,0,0.0,0,0,0,2026-08-24T16:15:08.803062
123,http://www.domainnamedns.com/search,0,0.0,0,0,0,2026-08-24T16:15:08.943258
167,http://apachefriends.org/download,0,0.3548,0,0,0,2026-08-24T16:15:09.228407
166,http://www.awsdns-10.com/?lang=en,0,0.0,0,0,0,2026-08-24T16:15:09.309364
168,https://instagramcoverrbrasilinstagram.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:09.334004
171,http://facebook-ana.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:09.607038
163,http://clara.es,0,0.0,0,0,0,2026-08-24T16:15:09.646184
164,http://www.acehardware.com/api/v1/users?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,0,0.0,0,0,0,2026-08-24T16:15:10.110054
161,http://band.us/register?id=123,0,0.0,0,0,0,2026-08-24T16:15:10.657109
174,http://www.cheqzone.com/api/v1/users?id=123,0,0.0,0,0,0,2026-08-24T16:15:10.803095
128,http://www.arstechnica.com/blog/article-name-here,0,0.0,0,0,0,2026-08-24T16:15:10.862649
175,http://apple-dns.cn/assets/css/style.css,0,0.0,0,0,0,2026-08-24T16:15:11.163745
177,http://brightcove.net/assets/css/style.css,0,0.0,0,0,0,2026-08-24T16:15:11.240136
150,http://www.doh.pub/?token=abcxyz123,0,0.0,0,0,0,2026-08-24T16:15:11.402156
124,http://att.com/login?ref=twitter,0,0.0,0,0,0,2026-08-24T16:15:11.872634
180,http://arabic-porn-tube.com,0,0.0,0,0,0,2026-08-24T16:15:12.509819
172,http://1984.is/blog/article-name-here,0,0.0,0,0,0,2026-08-24T16:15:12.656406
170,http://coinbase.com.app-en.us/,0,0.0,0,0,0,2026-08-24T16:15:12.657437
181,http://crisp.chat/assets/css/style.css,0,0.0,0,0,0,2026-08-24T16:15:12.931025
169,http://china.com.cn,0,0.9885,0,0,1,2026-08-24T16:15:14.144297
179,http://blueapron.com,0,0.0,1,0,0,2026-08-24T16:15:14.179699
182,http://amp-endpoint3.com/search?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,0,0.0,0,0,0,2026-08-24T16:15:14.329250
183,http://facebook-visitantes.blogspot.com/?m=1,0,0.0,0,0,0,2026-08-24T16:15:14.954893
188,http://www.pt-shopee-29.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:15.238564
176,https://vmi523165.duckdns.org/cff/,0,0.0,0,0,0,2026-08-24T16:15:15.386552
178,http://www.docker.com/wp-content/uploads/image.jpg,0,0.0,0,0,0,2026-08-24T16:15:15.879737
156,http://alicdn.com/products/view/123,0,0.0,0,0,0,2026-08-24T16:15:16.005991
191,http://bmw.cloud/index.html?page=2,0,0.0,0,0,0,2026-08-24T16:15:16.113705
186,http://www.boomtrain.com/login,0,1.0,0,0,0,2026-08-24T16:15:16.179663
153,http://www.britannica.com/search,0,0.0,1,0,0,2026-08-24T16:15:16.214721
196,http://dyingbirds.com/register,0,0.0,0,0,0,2026-08-24T16:15:16.908968
189,http://www.arabnews.com/,0,0.1061,0,0,0,2026-08-24T16:15:17.059396
192,http://www.atlassian.com/,0,0.0,0,0,0,2026-08-24T16:15:17.400003
173,http://www.adition.com/products/view/123?q=test,0,0.7143,0,0,0,2026-08-24T16:15:17.439954
185,http://alfasense.com/api/v1/users,0,0.0,0,0,0,2026-08-24T16:15:17.923116
159,https://allegro.03498g3.study/lokalnie/mdata?id=4d2C3Y2P2i2S8k1J4Q6i4Y6K8c8b6R6B,0,0.0,0,0,0,2026-08-24T16:15:18.248306
201,http://www.awsdns-22.net/index.html,0,0.0,0,0,0,2026-08-24T16:15:18.268365
203,http://akamaitech.net/assets/css/style.css,0,0.0,0,0,0,2026-08-24T16:15:18.416310
204,http://bellemaison.jp,0,0.0,0,0,0,2026-08-24T16:15:18.465553
208,https://www.ptshopee896.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:18.755049
197,http://www.calameo.com/products/view/123,0,0.0,0,0,0,2026-08-24T16:15:18.962855
205,https://d30sec8k5ond2x.cloudfront.net/gp/yourstore?ref_=nav_AccountFlyout_recs,0,0.0,0,0,0,2026-08-24T16:15:19.112374
187,http://www.apachetoday.com/search?utm_source=newsletter&utm_medium=email,1,0.0169,0,6,1,2026-08-24T16:15:19.437936
213,https://www.facebook-vu.blogspot.com/?m=1,0,0.0,0,0,0,2026-08-24T16:15:19.540536
212,https://www.ptshopee679.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:19.549631
206,http://buzzarab.com/about?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,0,0.0,0,0,0,2026-08-24T16:15:19.756538
194,http://www.brightspace.com/index.html,0,1.0,0,0,0,2026-08-24T16:15:19.786969
193,http://abcp.ru/api/v1/users?redirect_url=https%3A%2F%2Fexample.com%2Fdashboard&session_id=abcdef1234567890abcdef1234567890,0,0.0,0,0,0,2026-08-24T16:15:20.221815
195,http://downringtone.com,0,0.0,0,0,0,2026-08-24T16:15:20.287622
218,http://awsdns-25.co.uk/download?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,0,0.0,0,0,0,2026-08-24T16:15:21.408351
200,http://aafp.org,0,0.0,0,0,0,2026-08-24T16:15:21.457158
217,http://www.callfreewhatsapp.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:21.467141
219,http://www.awsdns-40.net/blog/article-name-here?token=abcxyz123,0,0.0,0,0,0,2026-08-24T16:15:21.655657
210,http://contentful.com/api/v1/users,0,0.0,0,0,0,2026-08-24T16:15:21.929224
207,http://www.alphatv.gr/products/view/123,0,0.0,0,0,0,2026-08-24T16:15:22.325812
190,http://www.betweendigital.com/search,0,0.0,0,0,0,2026-08-24T16:15:22.569950
202,http://www.cmu.edu/assets/css/style.css?ref=twitter,0,0.1667,0,0,1,2026-08-24T16:15:22.716568
223,http://34.in-addr.arpa/login?q=test,0,0.0,0,0,0,2026-08-24T16:15:22.873431
211,http://www.avjb.com/download,0,0.0,0,0,0,2026-08-24T16:15:22.954903
224,http://capcut.com/?action=verify&token=abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123abcxyz123,0,0.0,0,0,0,2026-08-24T16:15:23.452896
222,http://www.blacktoon410.com/wp-content/uploads/image.jpg,0,0.7083,0,0,0,2026-08-24T16:15:23.909510
227,http://buzzfeednews.com/login?token=abcxyz123,0,0.0,0,0,0,2026-08-24T16:15:24.084282
228,http://bsclink.cn/search?utm_source=newsletter&utm_medium=email,0,0.0,0,0,0,2026-08-24T16:15:24.386122
231,http://www.shopeeid539.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:24.866498
229,http://www.shopee-indonesia2023.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:24.914060
233,http://www.ptshopeeei.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:25.017474
225,http://www.amemv.com/api/v1/users,0,0.0,0,0,0,2026-08-24T16:15:25.122817
184,http://bms.com,0,0.0364,0,0,0,2026-08-24T16:15:25.422670
215,http://www.clara.net/register,0,0.0,0,0,0,2026-08-24T16:15:25.532481
216,http://dns2.co.za/products/view/123,0,0.0,0,0,0,2026-08-24T16:15:25.739580
235,http://www.instagram-tip.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:26.399316
230,http://andhrajyothy.com/api/v1/users,0,0.75,0,0,0,2026-08-24T16:15:28.096988
237,http://www.dnb.com/contact,0,0.2273,0,1,0,2026-08-24T16:15:28.450055
238,http://blackhub.team/wp-content/uploads/image.jpg,0,0.0,0,0,0,2026-08-24T16:15:28.822338
214,https://1url.at/www/robloxcom-users-27414222473-profile,0,0.0,0,0,0,2026-08-24T16:15:29.082233
243,http://anichin.cafe/wp-content/uploads/image.jpg?utm_source=newsletter&utm_medium=email,0,0.2,0,0,0,2026-08-24T16:15:29.251137
199,http://www.accor.com/blog/article-name-here,0,0.0645,0,0,0,2026-08-24T16:15:29.640633
236,http://www.dotmetrics.net/contact?token=abcxyz123,0,0.3333,0,1,0,2026-08-24T16:15:29.760502
244,http://www.shopee1227.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:29.837268
221,http://alipay.com/products/view/123?page=2,0,0.0,0,0,0,2026-08-24T16:15:30.030862
240,http://www.drift-pixel.ai/products/view/123,0,0.0,0,0,0,2026-08-24T16:15:30.353762
246,http://www.bbc.co.uk/products/view/123,0,0.0,0,0,1,2026-08-24T16:15:30.375552
232,http://aniview.com/login,1,0.25,0,0,0,2026-08-24T16:15:30.591840
245,http://cloud.com,0,0.4444,0,3,0,2026-08-24T16:15:30.650834
247,http://www.assetsconfigcdn.org/api/v1/users,0,0.0,0,0,0,2026-08-24T16:15:30.700548
252,https://www.facebookbigeronline.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:30.899478
198,http://actionverb.com/blog/article-name-here,0,0.0,0,0,0,2026-08-24T16:15:31.317258
209,http://britishairways.com/search?id=123,0,0.0,0,0,0,2026-08-24T16:15:31.396313
251,http://delta-executor.com/products/view/123,0,0.0,1,0,0,2026-08-24T16:15:31.444689
255,https://www.rest-facebook.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:31.458433
250,https://facebookloginapp.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:31.643507
241,http://cribl.cloud/download,0,0.0,0,0,0,2026-08-24T16:15:31.938196
261,https://www.mobilelegendsindonesia.blogspot.com/,0,0.0,0,0,0,2026-08-24T16:15:32.297614
253,http://www.dpbossss.boston/search,0,0.0,0,0,0,2026-08-24T16:15:32.605131
248,http://www.3iskk.xyz/contact,0,0.0,0,0,0,2026-08-24T16:15:32.704048
263,https://bafkreicxp2hbvp2pgwq7b4t6tl4xc2ip6lepycm4b7hrff5lgpiotnzrdq.ipfs.dweb.link/,1,0.5,0,0,0,2026-08-24T16:15:32.981815
249,http://complex.com/contact,0,0.0,0,0,0,2026-08-24T16:15:33.386811
226,http://barnesandnoble.com/about?utm_source=newsletter&utm_medium=email,0,0.0,0,0,0,2026-08-24T16:15:33.481036
256,http://apartments.com,0,0.0,0,0,0,2026-08-24T16:15:33.498169
